city|state|state_name|county
Stony Prairie|OH|Ohio|Sandusky
Belington|WV|West Virginia|Barbour
South Coatesville|PA|Pennsylvania|Chester
Laymantown|VA|Virginia|Botetourt
Eudora|AR|Arkansas|Chicot
Lowry Crossing|TX|Texas|Collin
Princeton Junction|NJ|New Jersey|Mercer
Anza|CA|California|Riverside
St. Regis Park|KY|Kentucky|Jefferson
Florala|AL|Alabama|Covington
Melville|RI|Rhode Island|Newport
Moville|IA|Iowa|Woodbury
Lakeside|OR|Oregon|Coos
Collinsville|TX|Texas|Grayson
Southern View|IL|Illinois|Sangamon
WaKeeney|KS|Kansas|Trego
North Liberty|IN|Indiana|St. Joseph
Parma|ID|Idaho|Canyon
Lavallette|NJ|New Jersey|Ocean
Las Lomas|TX|Texas|Starr
Kingstown|MD|Maryland|Queen Anne's
Malvern|AL|Alabama|Geneva
Casa Loma|CA|California|Kern
Collinsville|AL|Alabama|DeKalb
Langdon|ND|North Dakota|Cavalier
Ada|MN|Minnesota|Norman
Cheswold|DE|Delaware|Kent
Mountain Lake|MN|Minnesota|Cottonwood
Superior|NE|Nebraska|Nuckolls
Cornersville|TN|Tennessee|Marshall
Abram|TX|Texas|Hidalgo
Lykens|PA|Pennsylvania|Dauphin
Derwood|MD|Maryland|Montgomery
Rocky Top|TN|Tennessee|Anderson
Old Orchard|PA|Pennsylvania|Northampton
Vonore|TN|Tennessee|Monroe
Maysville|GA|Georgia|Jackson
Hopewell|NJ|New Jersey|Mercer
Prophetstown|IL|Illinois|Whiteside
Lewistown|IL|Illinois|Fulton
Liberty|KY|Kentucky|Casey
Monarch Mill|SC|South Carolina|Union
Sturgis|KY|Kentucky|Union
Clarkesville|GA|Georgia|Habersham
Sparta|GA|Georgia|Hancock
Raven|VA|Virginia|Tazewell
Lamar|AR|Arkansas|Johnson
Greenfield|IA|Iowa|Adair
Zolfo Springs|FL|Florida|Hardee
Lookout Mountain|GA|Georgia|Walker
Moscow|PA|Pennsylvania|Lackawanna
Westlake Corner|VA|Virginia|Franklin
Stanton|NE|Nebraska|Stanton
Garrett|WA|Washington|Walla Walla
Webster|SD|South Dakota|Day
Crimora|VA|Virginia|Augusta
Vance|AL|Alabama|Tuscaloosa
Ludowici|GA|Georgia|Long
South Deerfield|MA|Massachusetts|Franklin
East Pittsburgh|PA|Pennsylvania|Allegheny
Argos|IN|Indiana|Marshall
South Temple|PA|Pennsylvania|Berks
Murphys|CA|California|Calaveras
Jellico|TN|Tennessee|Campbell
Millville|UT|Utah|Cache
Roanoke|IN|Indiana|Huntington
Vernon|AL|Alabama|Lamar
Davenport|WA|Washington|Lincoln
Bridgeport|IL|Illinois|Lawrence
Chepachet|RI|Rhode Island|Providence
Graton|CA|California|Sonoma
Madison Center|CT|Connecticut|South Central Connecticut
Leachville|AR|Arkansas|Mississippi
Monteagle|TN|Tennessee|Grundy
Linntown|PA|Pennsylvania|Union
Rosepine|LA|Louisiana|Vernon
Harrisville|RI|Rhode Island|Providence
Bourbon|IN|Indiana|Marshall
Moodus|CT|Connecticut|Lower Connecticut River Valley
Murfreesboro|AR|Arkansas|Pike
McEwen|TN|Tennessee|Humphreys
Union City|MI|Michigan|Branch
Vazquez|PR|Puerto Rico|Salinas
Decatur|MI|Michigan|Van Buren
Siesta Acres|TX|Texas|Maverick
Northwest Ithaca|NY|New York|Tompkins
Mayfield|PA|Pennsylvania|Lackawanna
Village of the Branch|NY|New York|Suffolk
Worthington|KY|Kentucky|Greenup
Oakley|UT|Utah|Summit
Salem|WV|West Virginia|Harrison
Leonville|LA|Louisiana|St. Landry
Van Vleck|TX|Texas|Matagorda
Sleepy Hollow|WY|Wyoming|Campbell
Kenyon|MN|Minnesota|Goodhue
Newfield|NJ|New Jersey|Gloucester
New California|OH|Ohio|Union
Dillsboro|IN|Indiana|Dearborn
Terry|MS|Mississippi|Hinds
Farley|IA|Iowa|Dubuque
Cleona|PA|Pennsylvania|Lebanon
Cross Plains|TN|Tennessee|Robertson
Trevorton|PA|Pennsylvania|Northumberland
Huachuca City|AZ|Arizona|Cochise
Pablo|MT|Montana|Lake
South Sumter|SC|South Carolina|Sumter
Windham|OH|Ohio|Portage
Ardmore|IN|Indiana|St. Joseph
Hico|TX|Texas|Hamilton
Shortsville|NY|New York|Ontario
Huntsville|MO|Missouri|Randolph
Columbia City|OR|Oregon|Columbia
Newburgh Heights|OH|Ohio|Cuyahoga
Reinbeck|IA|Iowa|Grundy
Quartzsite|AZ|Arizona|La Paz
Dresden|OH|Ohio|Muskingum
Sardis City|AL|Alabama|Etowah
Calhoun City|MS|Mississippi|Calhoun
Pardeeville|WI|Wisconsin|Columbia
Henryville|IN|Indiana|Clark
Seaside Park|NJ|New Jersey|Ocean
Buffalo|TX|Texas|Leon
Swartzville|PA|Pennsylvania|Lancaster
Byers|CO|Colorado|Arapahoe
Mitchell|NE|Nebraska|Scotts Bluff
Charlotte Park|FL|Florida|Charlotte
Fort Valley|AZ|Arizona|Coconino
South Floral Park|NY|New York|Nassau
Midland City|AL|Alabama|Dale
Las Quintas Fronterizas|TX|Texas|Maverick
Avon-by-the-Sea|NJ|New Jersey|Monmouth
Grandview Plaza|KS|Kansas|Geary
Apple Mountain Lake|VA|Virginia|Warren
Perry Park|CO|Colorado|Douglas
Irwin|SC|South Carolina|Lancaster
Greenwood|DE|Delaware|Sussex
Anna|OH|Ohio|Shelby
Tillson|NY|New York|Ulster
Church Hill|PA|Pennsylvania|Mifflin
Francis|UT|Utah|Summit
Forest Lake|IL|Illinois|Lake
Mowbray Mountain|TN|Tennessee|Hamilton
Calico Rock|AR|Arkansas|Izard
Lincoln|MO|Missouri|Benton
Leon|IA|Iowa|Decatur
Lagunitas-Forest Knolls|CA|California|Marin
Thoreau|NM|New Mexico|McKinley
Princeville|HI|Hawaii|Kauai
Twin Lakes|VA|Virginia|Greene
Groton|SD|South Dakota|Brown
Monson Center|MA|Massachusetts|Hampden
Ben Wheeler|TX|Texas|Van Zandt
Eldorado|TX|Texas|Schleicher
Eden|TX|Texas|Concho
Wanchese|NC|North Carolina|Dare
Rainbow|CA|California|San Diego
Big Beaver|PA|Pennsylvania|Beaver
Munfordville|KY|Kentucky|Hart
Las Campanas|NM|New Mexico|Santa Fe
Carlisle-Rockledge|AL|Alabama|Etowah
Colorado City|CO|Colorado|Pueblo
Golden Meadow|LA|Louisiana|Lafourche
Silver Bay|MN|Minnesota|Lake
French Lick|IN|Indiana|Orange
Rushford|MN|Minnesota|Fillmore
Bakersfield Country Club|CA|California|Kern
Wakefield|MI|Michigan|Gogebic
New Market|TN|Tennessee|Jefferson
Wyoming|DE|Delaware|Kent
Frankton|IN|Indiana|Madison
Liberty Corner|NJ|New Jersey|Somerset
Clarendon|TX|Texas|Donley
Warrenton|GA|Georgia|Warren
Brooklawn|NJ|New Jersey|Camden
Olathe|CO|Colorado|Montrose
Edgerton|KS|Kansas|Johnson
Pahala|HI|Hawaii|Hawaii
Courtland|VA|Virginia|Southampton
Kingsley|MI|Michigan|Grand Traverse
Cranford|NJ|New Jersey|Union
Celina|TN|Tennessee|Clay
Lisbon|IA|Iowa|Linn
Sac City|IA|Iowa|Sac
Jackson|SC|South Carolina|Aiken
Haines|AK|Alaska|Haines
Marble Hill|MO|Missouri|Bollinger
St. Francisville|LA|Louisiana|West Feliciana
Mariano Colon|PR|Puerto Rico|Coamo
Wilmerding|PA|Pennsylvania|Allegheny
Bay Park|NY|New York|Nassau
Montverde|FL|Florida|Lake
Au Sable|MI|Michigan|Iosco
Ashland|AL|Alabama|Clay
Blackville|SC|South Carolina|Barnwell
Bessemer|MI|Michigan|Gogebic
Waterville|MN|Minnesota|Le Sueur
Lincoln Park|PA|Pennsylvania|Berks
Aquebogue|NY|New York|Suffolk
Cottonport|LA|Louisiana|Avoyelles
Lyman|WY|Wyoming|Uinta
Cowan|TN|Tennessee|Franklin
Gurdon|AR|Arkansas|Clark
New Oxford|PA|Pennsylvania|Adams
Ocean Park|WA|Washington|Pacific
Port Edwards|WI|Wisconsin|Wood
Woodbranch|TX|Texas|Montgomery
East Jordan|MI|Michigan|Charlevoix
Las Maravillas|NM|New Mexico|Valencia
Charlack|MO|Missouri|St. Louis
Cade|LA|Louisiana|St. Martin
Milan|IN|Indiana|Ripley
Churchill|OH|Ohio|Trumbull
Youngstown|NY|New York|Niagara
Kerhonkson|NY|New York|Ulster
Le Grand|CA|California|Merced
Bernie|MO|Missouri|Stoddard
Governors Club|NC|North Carolina|Chatham
South Amherst|OH|Ohio|Lorain
Marlette|MI|Michigan|Sanilac
Northville|NY|New York|Suffolk
El Ojo|PR|Puerto Rico|Santa Isabel
Oswego|KS|Kansas|Labette
Wilderness Rim|WA|Washington|King
Lewisburg|OH|Ohio|Preble
Willow|AK|Alaska|Matanuska-Susitna
Spirit Lake|ID|Idaho|Kootenai
Lacon|IL|Illinois|Marshall
Ocean Gate|NJ|New Jersey|Ocean
Woodville|CA|California|Tulare
Wagon Wheel|AZ|Arizona|Navajo
Altamont|NY|New York|Albany
Lake Hamilton|FL|Florida|Polk
Lake Kerr|FL|Florida|Marion
Plainville|KS|Kansas|Rooks
Genola|UT|Utah|Utah
Hodgkins|IL|Illinois|Cook
Oologah|OK|Oklahoma|Rogers
Browns Lake|WI|Wisconsin|Racine
Verandah|FL|Florida|Lee
Anson|TX|Texas|Jones
Fox Lake|WI|Wisconsin|Dodge
Evart|MI|Michigan|Osceola
Monon|IN|Indiana|White
Red Lake|AZ|Arizona|Coconino
Oberlin|KS|Kansas|Decatur
Cassopolis|MI|Michigan|Cass
Cameron|WI|Wisconsin|Barron
Blossburg|PA|Pennsylvania|Tioga
North Lewisburg|OH|Ohio|Champaign
Walden|TN|Tennessee|Hamilton
Fords Prairie|WA|Washington|Lewis
Morovis|PR|Puerto Rico|Morovis
Aberdeen|IN|Indiana|Porter
Dunkirk|IN|Indiana|Jay
Weyauwega|WI|Wisconsin|Waupaca
Kentland|IN|Indiana|Newton
Bartlett|TX|Texas|Williamson
Shamokin Dam|PA|Pennsylvania|Snyder
Stratford Downtown|CT|Connecticut|Greater Bridgeport
Blountsville|AL|Alabama|Blount
Loretto|TN|Tennessee|Lawrence
Shelburne Falls|MA|Massachusetts|Franklin
Ironton|MO|Missouri|Iron
St. Lawrence|PA|Pennsylvania|Berks
Lake Brownwood|TX|Texas|Brown
Haubstadt|IN|Indiana|Gibson
Pumpkin Center|NC|North Carolina|Onslow
Oak Leaf|TX|Texas|Ellis
Sandy Valley|NV|Nevada|Clark
Unionville|TN|Tennessee|Bedford
Maroa|IL|Illinois|Macon
Santa Clara|NM|New Mexico|Grant
Annandale|NJ|New Jersey|Hunterdon
Georgetown|CT|Connecticut|Western Connecticut
Cedarville|AR|Arkansas|Crawford
Bylas|AZ|Arizona|Graham
Towanda|KS|Kansas|Butler
Dalton|OH|Ohio|Wayne
Midway|KY|Kentucky|Woodford
Cedar Heights|MD|Maryland|Prince George's
Parkersburg|IA|Iowa|Butler
Glenwood|AR|Arkansas|Pike
Deshler|OH|Ohio|Henry
Burns|TN|Tennessee|Dickson
New Berlinville|PA|Pennsylvania|Berks
Union Point|GA|Georgia|Greene
Mapleton|MN|Minnesota|Blue Earth
Mantachie|MS|Mississippi|Itawamba
Hanscom AFB|MA|Massachusetts|Middlesex
Baidland|PA|Pennsylvania|Washington
Duchesne|UT|Utah|Duchesne
Nisswa|MN|Minnesota|Crow Wing
West End|NY|New York|Otsego
Lake Camelot|IL|Illinois|Peoria
Fall City|WA|Washington|King
Linden|TX|Texas|Cass
Cesar Chavez|TX|Texas|Hidalgo
Exmore|VA|Virginia|Northampton
Columbus Grove|OH|Ohio|Putnam
Flatonia|TX|Texas|Fayette
Manasota Key|FL|Florida|Charlotte
East Marion|NY|New York|Suffolk
Great Falls|SC|South Carolina|Chester
Mount Sterling|OH|Ohio|Madison
Galesville|WI|Wisconsin|Trempealeau
Girard|IL|Illinois|Macoupin
Clermont|IN|Indiana|Marion
Mundys Corner|PA|Pennsylvania|Cambria
Belcourt|ND|North Dakota|Rolette
Mount Ayr|IA|Iowa|Ringgold
Fall River|WI|Wisconsin|Columbia
Atlanta|IL|Illinois|Logan
Trempealeau|WI|Wisconsin|Trempealeau
Brewster|WA|Washington|Okanogan
Espy|PA|Pennsylvania|Columbia
Osseo|WI|Wisconsin|Trempealeau
Logan|WV|West Virginia|Logan
Toro Canyon|CA|California|Santa Barbara
Freeport|PA|Pennsylvania|Armstrong
Hartington|NE|Nebraska|Cedar
McMechen|WV|West Virginia|Marshall
Durand|WI|Wisconsin|Pepin
Itta Bena|MS|Mississippi|Leflore
Burnham|PA|Pennsylvania|Mifflin
New Haven|WV|West Virginia|Mason
Westmorland|CA|California|Imperial
Mickleton|NJ|New Jersey|Gloucester
Crystal Falls|MI|Michigan|Iron
Albion|NE|Nebraska|Boone
West Hurley|NY|New York|Ulster
Centennial Park|AZ|Arizona|Mohave
Goldthwaite|TX|Texas|Mills
Steeleville|IL|Illinois|Randolph
Shiremanstown|PA|Pennsylvania|Cumberland
Pomeroy|OH|Ohio|Meigs
Folsom|NJ|New Jersey|Atlantic
Oakland|PA|Pennsylvania|Cambria
Eureka Mill|SC|South Carolina|Chester
Elkhart|KS|Kansas|Morton
Sea Breeze|NC|North Carolina|New Hanover
Bangs|TX|Texas|Brown
Wilton Center|CT|Connecticut|Western Connecticut
Foxfire|NC|North Carolina|Moore
Rankin|PA|Pennsylvania|Allegheny
Tremont|PA|Pennsylvania|Schuylkill
Clancy|MT|Montana|Jefferson
Washington Park|IL|Illinois|St. Clair
Osburn|ID|Idaho|Shoshone
Teaticket|MA|Massachusetts|Barnstable
Point MacKenzie|AK|Alaska|Matanuska-Susitna
San Antonio|PR|Puerto Rico|Aguadilla
Hanley Hills|MO|Missouri|St. Louis
Winfield|MO|Missouri|Lincoln
Unionville|MO|Missouri|Putnam
Trainer|PA|Pennsylvania|Delaware
Albany|TX|Texas|Shackelford
Shawsville|VA|Virginia|Montgomery
Swedeland|PA|Pennsylvania|Montgomery
Martinsburg|PA|Pennsylvania|Blair
Black Earth|WI|Wisconsin|Dane
Pinebluff|NC|North Carolina|Moore
Clarksville|VA|Virginia|Mecklenburg
Merritt Park|NY|New York|Dutchess
Ridgely|TN|Tennessee|Lake
Cordova|AL|Alabama|Walker
Gallatin|MO|Missouri|Daviess
Royal Palm Estates|FL|Florida|Palm Beach
Quail Creek|TX|Texas|Victoria
Fairview-Ferndale|PA|Pennsylvania|Northumberland
Hawi|HI|Hawaii|Hawaii
Grapeland|TX|Texas|Houston
Harvey|ND|North Dakota|Wells
Steep Falls|ME|Maine|Cumberland
Pine Bush|NY|New York|Orange
Campbell|MO|Missouri|Dunklin
Choteau|MT|Montana|Teton
Shannon|MS|Mississippi|Lee
Luis M. Cintron|PR|Puerto Rico|Fajardo
Kenvil|NJ|New Jersey|Morris
Doe Valley|KY|Kentucky|Meade
Pagosa Springs|CO|Colorado|Archuleta
Crosbyton|TX|Texas|Crosby
Ordway|CO|Colorado|Crowley
Langley|SC|South Carolina|Aiken
Home|WA|Washington|Pierce
Audubon Park|KY|Kentucky|Jefferson
Canton|PA|Pennsylvania|Bradford
Emerson|GA|Georgia|Bartow
Homer City|PA|Pennsylvania|Indiana
Auburn|KY|Kentucky|Logan
Hancock|MD|Maryland|Washington
Romney|WV|West Virginia|Hampshire
Lucasville|OH|Ohio|Scioto
Eddington|PA|Pennsylvania|Bucks
Fern Acres|HI|Hawaii|Hawaii
Tryon|NC|North Carolina|Polk
Mountain Village|CO|Colorado|San Miguel
Watkins Glen|NY|New York|Schuyler
Berry College|GA|Georgia|Floyd
Zebulon|GA|Georgia|Pike
Rock Creek|MN|Minnesota|Pine
Kalida|OH|Ohio|Putnam
Fairforest|SC|South Carolina|Spartanburg
Hagerstown|IN|Indiana|Wayne
Long Lake|MN|Minnesota|Hennepin
Rosebud|SD|South Dakota|Todd
Shelby|MS|Mississippi|Bolivar
Chester|GA|Georgia|Dodge
Meridian Hills|IN|Indiana|Marion
Heritage Lake|IL|Illinois|Tazewell
Horton|KS|Kansas|Brown
Duenweg|MO|Missouri|Jasper
Syracuse|KS|Kansas|Hamilton
Schuylerville|NY|New York|Saratoga
Atlantic Beach|NC|North Carolina|Carteret
Hale Center|TX|Texas|Hale
Mazomanie|WI|Wisconsin|Dane
Napavine|WA|Washington|Lewis
Romancoke|MD|Maryland|Queen Anne's
Arcade|GA|Georgia|Jackson
Wynnewood|OK|Oklahoma|Garvin
Tallaboa Alta|PR|Puerto Rico|Peñuelas
Cheswick|PA|Pennsylvania|Allegheny
Brookston|IN|Indiana|White
Cienegas Terrace|TX|Texas|Val Verde
Kettle Falls|WA|Washington|Stevens
Hertford|NC|North Carolina|Perquimans
Glen Gardner|NJ|New Jersey|Hunterdon
De Kalb|TX|Texas|Bowie
Sedgwick|KS|Kansas|Harvey
Carrier Mills|IL|Illinois|Saline
Port Norris|NJ|New Jersey|Cumberland
De Soto|IL|Illinois|Jackson
Kimball|TN|Tennessee|Marion
Crothersville|IN|Indiana|Jackson
London|CA|California|Tulare
Cave Junction|OR|Oregon|Josephine
Crownsville|MD|Maryland|Anne Arundel
Congress|AZ|Arizona|Yavapai
Forest City|PA|Pennsylvania|Susquehanna
Grand Marais|MN|Minnesota|Cook
Horse Shoe|NC|North Carolina|Henderson
Cairo|IL|Illinois|Alexander
Angola on the Lake|NY|New York|Erie
Lluveras|PR|Puerto Rico|Sabana Grande
Fannett|TX|Texas|Jefferson
Searles Valley|CA|California|San Bernardino
Ellaville|GA|Georgia|Schley
Loveland Park|OH|Ohio|Warren
Zilwaukee|MI|Michigan|Saginaw
Temelec|CA|California|Sonoma
Thorp|WI|Wisconsin|Clark
Port Carbon|PA|Pennsylvania|Schuylkill
Arcadia|IN|Indiana|Hamilton
Lincolnton|GA|Georgia|Lincoln
Walker Valley|NY|New York|Ulster
Hampton|TN|Tennessee|Carter
Baldwin|LA|Louisiana|St. Mary
Bourbon|MO|Missouri|Crawford
Rockwell Place|TX|Texas|Randall
Bunker Hill|OR|Oregon|Coos
Elizabeth|CO|Colorado|Elbert
Munford|AL|Alabama|Talladega
Foxcliff Estates|IN|Indiana|Morgan
Vienna Bend|LA|Louisiana|Natchitoches
Teutopolis|IL|Illinois|Effingham
Houston|AK|Alaska|Matanuska-Susitna
Inglis|FL|Florida|Levy
Gilbert|MN|Minnesota|St. Louis
Milton|NY|New York|Ulster
Tekamah|NE|Nebraska|Burt
Island Heights|NJ|New Jersey|Ocean
New Hartford Center|CT|Connecticut|Northwest Hills
Purvis|MS|Mississippi|Lamar
Painted Post|NY|New York|Steuben
Arden on the Severn|MD|Maryland|Anne Arundel
Wilder|ID|Idaho|Canyon
Wellston|MO|Missouri|St. Louis
Morrisonville|NY|New York|Clinton
Blue Ridge|GA|Georgia|Fannin
Malvern|OH|Ohio|Carroll
Baird|TX|Texas|Callahan
Bull Shoals|AR|Arkansas|Marion
Wacousta|MI|Michigan|Clinton
Oroville|WA|Washington|Okanogan
Orchard Hills|PA|Pennsylvania|Armstrong
Santa Nella|CA|California|Merced
Ridgely|MD|Maryland|Caroline
Houghton|NY|New York|Allegany
Mokuleia|HI|Hawaii|Honolulu
Walnut Creek|NC|North Carolina|Wayne
Howard City|MI|Michigan|Montcalm
La Luz|NM|New Mexico|Otero
Oberlin|LA|Louisiana|Allen
Venice|IL|Illinois|Madison
Ashaway|RI|Rhode Island|Washington
Waterville|NY|New York|Oneida
Clintondale|NY|New York|Ulster
Forsyth|MT|Montana|Rosebud
Akron|CO|Colorado|Washington
Stuart|VA|Virginia|Patrick
Lewiston|MN|Minnesota|Winona
Woodside East|DE|Delaware|Kent
Mannington|WV|West Virginia|Marion
Hillcrest|IL|Illinois|Ogle
Noel|MO|Missouri|McDonald
Kaibito|AZ|Arizona|Coconino
Greenup|IL|Illinois|Cumberland
Plentywood|MT|Montana|Sheridan
Gower|MO|Missouri|Clinton
Elizabeth Lake|CA|California|Los Angeles
Ko Olina|HI|Hawaii|Honolulu
Stevenson|WA|Washington|Skamania
Hughes Springs|TX|Texas|Cass
Bryson City|NC|North Carolina|Swain
Captains Cove|VA|Virginia|Accomack
Mikes|TX|Texas|Starr
Bremen|OH|Ohio|Fairfield
Guttenberg|IA|Iowa|Clayton
Flomaton|AL|Alabama|Escambia
Braham|MN|Minnesota|Isanti
Hollis|OK|Oklahoma|Harmon
La Huerta|NM|New Mexico|Eddy
Sylvan Lake|MI|Michigan|Oakland
Surrey|ND|North Dakota|Ward
Franquez|PR|Puerto Rico|Morovis
Catlettsburg|KY|Kentucky|Boyd
Danbury|TX|Texas|Brazoria
Unionville|GA|Georgia|Tift
Descanso|CA|California|San Diego
Holliday|TX|Texas|Archer
Youngsville|PA|Pennsylvania|Warren
Pine Island Center|FL|Florida|Lee
Grand Canyon Village|AZ|Arizona|Coconino
Tsaile|AZ|Arizona|Apache
South Palm Beach|FL|Florida|Palm Beach
Osakis|MN|Minnesota|Douglas
Lake Waccamaw|NC|North Carolina|Columbus
Montour Falls|NY|New York|Schuyler
Westport|IN|Indiana|Decatur
Tunkhannock|PA|Pennsylvania|Wyoming
McClellan Park|CA|California|Sacramento
Christmas|FL|Florida|Orange
Hinckley|MN|Minnesota|Pine
Oronoco|MN|Minnesota|Olmsted
Bement|IL|Illinois|Piatt
Hawkins|TX|Texas|Wood
Belzoni|MS|Mississippi|Humphreys
Seadrift|TX|Texas|Calhoun
Hatch|NM|New Mexico|Doña Ana
Flying Hills|PA|Pennsylvania|Berks
Roodhouse|IL|Illinois|Greene
Radium Springs|NM|New Mexico|Doña Ana
Lake Como|NJ|New Jersey|Monmouth
Akron|IA|Iowa|Plymouth
Browntown|PA|Pennsylvania|Luzerne
Kayak Point|WA|Washington|Snohomish
Interlachen|FL|Florida|Putnam
Middletown|CA|California|Lake
Drexel|OH|Ohio|Montgomery
Conashaugh Lakes|PA|Pennsylvania|Pike
East Washington|PA|Pennsylvania|Washington
Terra Bella|CA|California|Tulare
Erie|IL|Illinois|Whiteside
Rio Blanco|PR|Puerto Rico|Naguabo
Sunnyside-Tahoe City|CA|California|Placer
Frisco City|AL|Alabama|Monroe
Sea Bright|NJ|New Jersey|Monmouth
Industry|PA|Pennsylvania|Beaver
Eaton|IN|Indiana|Delaware
McCord|OK|Oklahoma|Osage
Eleanor|WV|West Virginia|Putnam
Cleveland|WI|Wisconsin|Manitowoc
South Charleston|OH|Ohio|Clark
Uniontown|AL|Alabama|Perry
West Falmouth|MA|Massachusetts|Barnstable
Moundridge|KS|Kansas|McPherson
Hartshorne|OK|Oklahoma|Pittsburg
Seeley|CA|California|Imperial
Sophia|WV|West Virginia|Raleigh
Cedar Glen West|NJ|New Jersey|Ocean
Tawas City|MI|Michigan|Iosco
Fairfax|CA|California|Kern
Manson|IA|Iowa|Calhoun
North Industry|OH|Ohio|Stark
Pine Grove Mills|PA|Pennsylvania|Centre
Lakefield|MN|Minnesota|Jackson
Bingham Farms|MI|Michigan|Oakland
Lake City|IA|Iowa|Calhoun
Bolindale|OH|Ohio|Trumbull
Whitehall|WI|Wisconsin|Trempealeau
North Belle Vernon|PA|Pennsylvania|Westmoreland
Bell Acres|PA|Pennsylvania|Allegheny
Palm Valley|TX|Texas|Cameron
Sneedville|TN|Tennessee|Hancock
Plymouth|OH|Ohio|Huron
Harpersville|AL|Alabama|Shelby
Prairie City|IA|Iowa|Jasper
Jobos|PR|Puerto Rico|Guayama
Carnegie|OK|Oklahoma|Caddo
Woodland Park|NE|Nebraska|Stanton
Rocky Point|WA|Washington|Kitsap
Ballard|UT|Utah|Uintah
Pelahatchie|MS|Mississippi|Rankin
Wabasso|FL|Florida|Indian River
Olivet|NJ|New Jersey|Salem
Mona|UT|Utah|Juab
Morrice|MI|Michigan|Shiawassee
El Mango|PR|Puerto Rico|Juncos
Rehobeth|AL|Alabama|Houston
Plain View|NC|North Carolina|Sampson
North Pekin|IL|Illinois|Tazewell
Pine Valley|CA|California|San Diego
Poth|TX|Texas|Wilson
Gordon|NE|Nebraska|Sheridan
Oak Hill|OH|Ohio|Jackson
Topaz Ranch Estates|NV|Nevada|Douglas
Barview|OR|Oregon|Coos
Haskell|OK|Oklahoma|Muskogee
The Galena Territory|IL|Illinois|Jo Daviess
Forest Heights|TX|Texas|Orange
Englewood|TN|Tennessee|McMinn
Shenorock|NY|New York|Westchester
Hillsboro|ND|North Dakota|Traill
Elwood|UT|Utah|Box Elder
Gibbon|NE|Nebraska|Buffalo
Mantua|UT|Utah|Box Elder
Carter|TX|Texas|Parker
Hackleburg|AL|Alabama|Marion
Stuart|IA|Iowa|Adair
Hebron|NE|Nebraska|Thayer
Henderson|LA|Louisiana|St. Martin
Manito|IL|Illinois|Mason
Cienega Springs|AZ|Arizona|La Paz
Laingsburg|MI|Michigan|Shiawassee
Lincoln|DE|Delaware|Sussex
River Hills|WI|Wisconsin|Milwaukee
Harbor Hills|OH|Ohio|Licking
Conyngham|PA|Pennsylvania|Luzerne
Grayling|MI|Michigan|Crawford
Pacific City|OR|Oregon|Tillamook
Halsey|OR|Oregon|Linn
South Dos Palos|CA|California|Merced
White Pigeon|MI|Michigan|St. Joseph
Warren|MN|Minnesota|Marshall
Neligh|NE|Nebraska|Antelope
Reform|AL|Alabama|Pickens
Montgomery|WV|West Virginia|Fayette
Nissequogue|NY|New York|Suffolk
Nashua|IA|Iowa|Chickasaw
Worthington|IN|Indiana|Greene
Shell Rock|IA|Iowa|Butler
Burton|OH|Ohio|Geauga
Middletown|VA|Virginia|Frederick
Olivet|MI|Michigan|Eaton
Cedar Bluff|AL|Alabama|Cherokee
Huntsville|TN|Tennessee|Scott
New Middletown|OH|Ohio|Mahoning
Wind Point|WI|Wisconsin|Racine
Ainsworth|NE|Nebraska|Brown
Southside Place|TX|Texas|Harris
Webster|FL|Florida|Sumter
Greenback|TN|Tennessee|Loudon
Beverly Hills|TX|Texas|McLennan
Rector|AR|Arkansas|Clay
Cherokee|NC|North Carolina|Swain
Ledbetter|KY|Kentucky|Livingston
North Key Largo|FL|Florida|Monroe
New Paris|IN|Indiana|Elkhart
Hines|OR|Oregon|Harney
Monroeville|OH|Ohio|Huron
Salisbury|MO|Missouri|Chariton
Sharpsburg|NC|North Carolina|Nash
Frenchtown|MT|Montana|Missoula
Homer|GA|Georgia|Banks
Urbana|IA|Iowa|Benton
Perry|OH|Ohio|Lake
Fairplay|GA|Georgia|Douglas
Ogden|KS|Kansas|Riley
Rome|IL|Illinois|Peoria
Hopwood|PA|Pennsylvania|Fayette
Yacolt|WA|Washington|Clark
Cottonwood Shores|TX|Texas|Burnet
Roxana|IL|Illinois|Madison
St. Matthews|SC|South Carolina|Calhoun
Ripley|OH|Ohio|Brown
Rio Rancho Estates|NM|New Mexico|Sandoval
Beaver|OK|Oklahoma|Beaver
Comanche|OK|Oklahoma|Stephens
Aceitunas|PR|Puerto Rico|Moca
West Sharyland|TX|Texas|Hidalgo
West Buechel|KY|Kentucky|Jefferson
Meadview|AZ|Arizona|Mohave
Roseto|PA|Pennsylvania|Northampton
Devon|PA|Pennsylvania|Chester
Cambridge City|IN|Indiana|Wayne
Hoopers Creek|NC|North Carolina|Henderson
Nellysford|VA|Virginia|Nelson
Cumberland Head|NY|New York|Clinton
Ferrum|VA|Virginia|Franklin
Spencer|WI|Wisconsin|Marathon
Palmarejo|PR|Puerto Rico|Lajas
Springfield|NE|Nebraska|Sarpy
Harwich Center|MA|Massachusetts|Barnstable
Lac du Flambeau|WI|Wisconsin|Vilas
Oakland|MO|Missouri|St. Louis
Ivanhoe|TX|Texas|Tyler
Cohoe|AK|Alaska|Kenai Peninsula
Gruetli-Laager|TN|Tennessee|Grundy
Monona|IA|Iowa|Clayton
Smith Valley|NV|Nevada|Lyon
