City|State short|State full|County|Latitude|Longitude|ZIP codes|Population|Density|Timezone
Singac|NJ|New Jersey|Passaic|40.8849|-74.2431|7424|3987|3351|America/New_York
Ladonia|AL|Alabama|Russell|32.4609|-85.0877|36870,36869|3987|492.9|America/Chicago
Chilton|WI|Wisconsin|Calumet|44.0293|-88.1625|53014|3987|381.1|America/Chicago
Marshall|IL|Illinois|Clark|39.3986|-87.69|62441|3987|419.8|America/Chicago
Hawkinsville|GA|Georgia|Pulaski|32.2965|-83.4815|31036|3986|286.3|America/New_York
University Gardens|NY|New York|Nassau|40.7752|-73.7281|11021,11020|3986|2898|America/New_York
Southern Shops|SC|South Carolina|Spartanburg|34.9846|-81.9934|29303|3985|431.7|America/New_York
Tierras Nuevas Poniente|PR|Puerto Rico|Manatí|18.4614|-66.4891|674|3984|1679.4|America/Puerto_Rico
Indian Head|MD|Maryland|Charles|38.5987|-77.1555|20640|3982|1250.2|America/New_York
Rossville|GA|Georgia|Walker|34.9747|-85.2898|30741|3981|851.8|America/New_York
Saw Creek|PA|Pennsylvania|Pike|41.1197|-75.0465|18324|3980|484.7|America/New_York
Burnham|IL|Illinois|Cook|41.6375|-87.5447|60633|3978|828|America/Chicago
Penrose|CO|Colorado|Fremont|38.4213|-105.0004|81240|3978|86.1|America/Denver
Magee|MS|Mississippi|Simpson|31.873|-89.734|39111|3977|292|America/Chicago
Edgefield|SC|South Carolina|Edgefield|33.787|-81.9291|29824|3977|354.7|America/New_York
Metter|GA|Georgia|Candler|32.3958|-82.0621|30439|3976|204.5|America/New_York
Jackson|LA|Louisiana|East Feliciana|30.8346|-91.208|70748|3976|343.9|America/Chicago
Colorado City|TX|Texas|Mitchell|32.3996|-100.8582|79512|3973|287.7|America/Chicago
South Russell|OH|Ohio|Geauga|41.4318|-81.3352|44022|3972|402.9|America/New_York
Tangerine|FL|Florida|Orange|28.759|-81.6341|32757,32777|3967|334.7|America/New_York
Heritage Hills|NY|New York|Westchester|41.3398|-73.7016|10589|3967|816.5|America/New_York
Three Rivers|OR|Oregon|Deschutes|43.8366|-121.4646|97707|3966|203.4|America/Los_Angeles
Madill|OK|Oklahoma|Marshall|34.0872|-96.7744|73446|3966|346.7|America/Chicago
Pecan Acres|TX|Texas|Tarrant|32.9704|-97.4725|76071,76179|3966|81.1|America/Chicago
Scandia|MN|Minnesota|Washington|45.254|-92.8278|55073,55047|3966|43.9|America/Chicago
Mullins|SC|South Carolina|Marion|34.204|-79.2536|29574|3965|479.4|America/New_York
Wallace|FL|Florida|Santa Rosa|30.6746|-87.1996|32571|3965|130.1|America/Chicago
Horace|ND|North Dakota|Cass|46.7558|-96.9078|58047|3964|120.6|America/Chicago
Palmer Heights|PA|Pennsylvania|Northampton|40.6907|-75.2671|18045|3963|1320|America/New_York
Carroll Valley|PA|Pennsylvania|Adams|39.7499|-77.3805|17320|3962|284.5|America/New_York
Belleville|MI|Michigan|Wayne|42.2022|-83.4839|48111,48112|3961|1350.7|America/Detroit
Castle Hills|TX|Texas|Bexar|29.5229|-98.5197|78213|3961|619.4|America/Chicago
White Bluff|TN|Tennessee|Dickson|36.1005|-87.2117|37187|3961|239.3|America/Chicago
Pomona|NY|New York|Rockland|41.1891|-74.0543|10901,10970|3961|637.6|America/New_York
Lancaster|KY|Kentucky|Garrard|37.6148|-84.5815|40444|3960|605.9|America/New_York
Marlboro|NY|New York|Ulster|41.6047|-73.9772|12542|3959|306.7|America/New_York
Brookville|PA|Pennsylvania|Jefferson|41.1615|-79.0827|15825|3959|485.9|America/New_York
Meadow Lake|NM|New Mexico|Valencia|34.8024|-106.5701|87031|3959|131.4|America/Denver
Grant|MN|Minnesota|Washington|45.0825|-92.909|55115,55082|3959|60.9|America/Chicago
Sagamore|MA|Massachusetts|Barnstable|41.7842|-70.5332|02561,02562|3958|458.9|America/New_York
Pennsburg|PA|Pennsylvania|Montgomery|40.3936|-75.4965|18073|3958|1924.8|America/New_York
Battle Mountain|NV|Nevada|Lander|40.6299|-116.9518|89820|3957|249.9|America/Los_Angeles
Livingston|TN|Tennessee|Overton|36.3875|-85.3265|38570|3957|234.7|America/Chicago
Shenandoah Farms|VA|Virginia|Warren|38.9752|-78.0482|22630,22642|3956|117.5|America/New_York
Meiners Oaks|CA|California|Ventura|34.4553|-119.2702|93023|3955|626.3|America/Los_Angeles
Boardman|OR|Oregon|Morrow|45.8378|-119.6937|97818|3955|379|America/Los_Angeles
Scott City|KS|Kansas|Scott|38.4789|-100.9031|67871|3955|562.9|America/Chicago
Pleasant Hills|MD|Maryland|Harford|39.4861|-76.3908|21085,21087,21047,21018|3955|350.2|America/New_York
Lincoln Village|CA|California|San Joaquin|38.0054|-121.334|95207|3954|2076.9|America/Los_Angeles
Golden Beach|MD|Maryland|St. Mary's|38.49|-76.7019|20659|3953|402.6|America/New_York
Nash|TX|Texas|Bowie|33.4423|-94.1345|75569,75501|3952|341|America/Chicago
Dorr|MI|Michigan|Allegan|42.727|-85.719|49323|3952|473.7|America/Detroit
Saint Davids|PA|Pennsylvania|Delaware|40.0385|-75.3729|19087,19085|3950|987.9|America/New_York
Turners Falls|MA|Massachusetts|Franklin|42.5975|-72.5573|1376|3949|802.1|America/New_York
Bayport|MN|Minnesota|Washington|45.0152|-92.7789|55003|3948|879.6|America/Chicago
Schnecksville|PA|Pennsylvania|Lehigh|40.6699|-75.6115|18078|3948|544.1|America/New_York
Lawrenceville|NJ|New Jersey|Mercer|40.3018|-74.7378|8648|3947|1462.8|America/New_York
Dell Rapids|SD|South Dakota|Minnehaha|43.8244|-96.7143|57022|3947|676.1|America/Chicago
Cozad|NE|Nebraska|Dawson|40.8613|-99.9863|69130|3944|582.1|America/Chicago
Coleman|TX|Texas|Coleman|31.8317|-99.4223|76834|3942|247.8|America/Chicago
Spencer|OK|Oklahoma|Oklahoma|35.5108|-97.3715|73141,73084|3942|282.8|America/Chicago
Emigsville|PA|Pennsylvania|York|40.0077|-76.7303|17406,17318|3942|1109.5|America/New_York
Ely|NV|Nevada|White Pine|39.265|-114.8708|89301|3941|199.5|America/Los_Angeles
Mitchell|IN|Indiana|Lawrence|38.7369|-86.4755|47446|3941|423.4|America/Indiana/Indianapolis
Highland Lakes|NJ|New Jersey|Sussex|41.1716|-74.4643|07462,07422|3941|352|America/New_York
Cherry Grove|OH|Ohio|Hamilton|39.0802|-84.322|45255|3940|1343.3|America/New_York
Vidalia|LA|Louisiana|Concordia|31.5668|-91.4404|71373|3938|586.1|America/Chicago
Madeira Beach|FL|Florida|Pinellas|27.7985|-82.7887|33708,33738|3937|1548.2|America/New_York
Santa Venetia|CA|California|Marin|38.0056|-122.5033|94901,94903|3937|414.9|America/Los_Angeles
North Richmond|CA|California|Contra Costa|37.9641|-122.3711|94801|3935|1093.4|America/Los_Angeles
Woodson Terrace|MO|Missouri|St. Louis|38.7286|-90.36|63134|3935|1961.3|America/Chicago
Upland|IN|Indiana|Grant|40.4639|-85.5008|46989|3935|484.1|America/Indiana/Indianapolis
El Jebel|CO|Colorado|Eagle|39.405|-107.0921|81623|3935|286.4|America/Denver
Chandler|IN|Indiana|Warrick|38.0373|-87.3739|47610|3935|521.4|America/Chicago
Pea Ridge|FL|Florida|Santa Rosa|30.603|-87.1022|32583,32571|3934|541.3|America/Chicago
Flagler Estates|FL|Florida|St. Johns|29.6441|-81.4571|32145|3934|128.3|America/New_York
Oaklyn|NJ|New Jersey|Camden|39.9023|-75.0813|8107|3934|2421.4|America/New_York
South Chicago Heights|IL|Illinois|Cook|41.4831|-87.6369|60475,60411|3934|960.9|America/Chicago
Bayou Vista|LA|Louisiana|St. Mary|29.6912|-91.2672|70380|3931|842.5|America/Chicago
Colonial Beach|VA|Virginia|Westmoreland|38.2567|-76.9777|22443|3930|619.8|America/New_York
Williamstown|KY|Kentucky|Grant|38.6415|-84.5675|41097|3929|90.1|America/New_York
Pine Manor|FL|Florida|Lee|26.573|-81.8774|33907|3929|3283.1|America/New_York
Bethlehem|NC|North Carolina|Alexander|35.8162|-81.2962|28601,28681|3928|198.9|America/New_York
Raymond|WI|Wisconsin|Racine|42.8003|-88.0118|53126,53108|3928|42.5|America/Chicago
Cisco|TX|Texas|Eastland|32.3848|-98.9805|76437|3926|282.3|America/Chicago
Metzger|OR|Oregon|Washington|45.4493|-122.7621|97223|3926|2008.1|America/Los_Angeles
North Pembroke|MA|Massachusetts|Plymouth|42.0989|-70.7823|02359,02358|3924|338.6|America/New_York
Barrington Hills|IL|Illinois|Cook|42.1399|-88.2034|60010,60011|3923|56.1|America/Chicago
St. James|MO|Missouri|Phelps|38.0013|-91.6154|65559|3922|356.8|America/Chicago
Rockwell|AR|Arkansas|Garland|34.4636|-93.134|71913|3921|462.6|America/Chicago
Del Mar|CA|California|San Diego|32.9635|-117.2624|92014|3921|881.8|America/Los_Angeles
Sullivan City|TX|Texas|Hidalgo|26.2752|-98.5644|78595|3919|421.5|America/Chicago
Kiel|WI|Wisconsin|Manitowoc|43.9167|-88.0266|53042|3919|598.6|America/Chicago
Citronelle|AL|Alabama|Mobile|31.0952|-88.2467|36522|3918|58.4|America/Chicago
Brown Station|MD|Maryland|Prince George's|38.8539|-76.7978|20774,20772|3918|245.3|America/New_York
Lancaster|WI|Wisconsin|Grant|42.8473|-90.7065|53813|3916|500.6|America/Chicago
Montpelier|OH|Ohio|Williams|41.5817|-84.5968|43543|3916|526|America/New_York
Emerald Isle|NC|North Carolina|Carteret|34.6648|-77.0292|28594|3915|307|America/New_York
Centerville|MN|Minnesota|Anoka|45.164|-93.054|55038|3915|711.2|America/Chicago
Dupo|IL|Illinois|St. Clair|38.5146|-90.2168|62240,62239,62236|3914|236|America/Chicago
Valdez|AK|Alaska|Chugach|61.0963|-146.2596|99686|3911|7.1|America/Anchorage
Kittanning|PA|Pennsylvania|Armstrong|40.8279|-79.5233|16201|3910|1515.2|America/New_York
Oronoque|CT|Connecticut|Greater Bridgeport|41.2527|-73.1089|6614|3908|669.5|America/New_York
Morongo Valley|CA|California|San Bernardino|34.0724|-116.5627|92256|3907|59.8|America/Los_Angeles
Berne|IN|Indiana|Adams|40.6572|-84.9555|46711|3906|652.1|America/Indiana/Indianapolis
Butte|AK|Alaska|Matanuska-Susitna|61.5539|-149.0035|99645|3905|44.6|America/Anchorage
Fairbury|NE|Nebraska|Jefferson|40.1448|-97.1764|68352|3905|594.6|America/Chicago
Lockeford|CA|California|San Joaquin|38.1508|-121.1554|95240,95237|3902|180.6|America/Los_Angeles
Hudson Bend|TX|Texas|Travis|30.414|-97.928|78734|3902|377.8|America/Chicago
Cresco|IA|Iowa|Howard|43.3718|-92.1163|52136|3901|451|America/Chicago
Windber|PA|Pennsylvania|Somerset|40.2355|-78.8247|15963|3901|765.4|America/New_York
Campanilla|PR|Puerto Rico|Toa Baja|18.4225|-66.2391|949|3901|2883.7|America/Puerto_Rico
Ball|LA|Louisiana|Rapides|31.4188|-92.4084|71405|3900|189.4|America/Chicago
Hidden Meadows|CA|California|San Diego|33.2237|-117.1198|92026|3899|228.5|America/Los_Angeles
Clyde|TX|Texas|Callahan|32.4056|-99.5039|79510|3899|458.5|America/Chicago
Great Notch|NJ|New Jersey|Passaic|40.8705|-74.2084|7424|3898|1517.2|America/New_York
Parkesburg|PA|Pennsylvania|Chester|39.9593|-75.9177|19365|3894|1184.5|America/New_York
Carrollton|KY|Kentucky|Carroll|38.6799|-85.1658|41008|3894|738.5|America/New_York
Pinch|WV|West Virginia|Kanawha|38.4062|-81.481|25071,25156|3893|423.7|America/New_York
Pulaski|WI|Wisconsin|Brown|44.6684|-88.2351|54162|3892|510.1|America/Chicago
Swansboro|NC|North Carolina|Onslow|34.6957|-77.1367|28584|3887|671.6|America/New_York
Woodlawn|OH|Ohio|Hamilton|39.2556|-84.471|45215|3885|587|America/New_York
La Center|WA|Washington|Clark|45.8601|-122.6756|98642,98629|3885|570.3|America/Los_Angeles
Weston|WV|West Virginia|Lewis|39.0391|-80.4616|26452|3884|771.8|America/New_York
Loyola|CA|California|Santa Clara|37.3503|-122.0979|94024|3883|1078.3|America/Los_Angeles
South Blooming Grove|NY|New York|Orange|41.3735|-74.179|10950|3880|320.3|America/New_York
Oak Lane|PA|Pennsylvania|Montgomery|40.0565|-75.1213|19012,19027|3879|1764.6|America/New_York
Goodland|KS|Kansas|Sherman|39.3489|-101.7143|67735|3878|332.7|America/Denver
Dumas|AR|Arkansas|Desha|33.8834|-91.4857|71639|3877|515.2|America/Chicago
Northumberland|PA|Pennsylvania|Northumberland|40.8966|-76.7933|17857|3874|928.9|America/New_York
Lewisburg|WV|West Virginia|Greenbrier|37.8096|-80.4327|24901|3871|393|America/New_York
Zelienople|PA|Pennsylvania|Butler|40.7886|-80.1428|16063|3870|727.9|America/New_York
Florence|CO|Colorado|Fremont|38.3836|-105.1114|81226,81290|3870|332.5|America/Denver
Woodbridge|CA|California|San Joaquin|38.1692|-121.3113|95258,95241|3868|495.5|America/Los_Angeles
Waynesburg|PA|Pennsylvania|Greene|39.8983|-80.1855|15370|3868|1854.5|America/New_York
Empire|CA|California|Stanislaus|37.6432|-120.9073|95319,95357|3867|1277.8|America/Los_Angeles
Baden|PA|Pennsylvania|Beaver|40.6396|-80.2228|15005|3867|660.4|America/New_York
Berwyn|PA|Pennsylvania|Chester|40.0396|-75.4439|19333,19301,19312,19398|3867|802.4|America/New_York
Granite Hills|CA|California|San Diego|32.8033|-116.9056|92021,92019|3867|534.6|America/Los_Angeles
Shrewsbury|PA|Pennsylvania|York|39.7714|-76.6799|17361|3866|825.7|America/New_York
Norwood Young America|MN|Minnesota|Carver|44.7721|-93.9192|55397,55368|3866|605.7|America/Chicago
Alturas|FL|Florida|Polk|27.8417|-81.6952|33830,33859,33841,33820|3866|27.7|America/New_York
Leland|MS|Mississippi|Washington|33.4051|-90.8909|38756|3864|416.3|America/Chicago
Baxter Springs|KS|Kansas|Cherokee|37.0195|-94.7351|66713|3863|473.7|America/Chicago
Irwin|PA|Pennsylvania|Westmoreland|40.325|-79.6996|15642|3862|1780.1|America/New_York
Forestville|CA|California|Sonoma|38.4825|-122.8899|95436|3862|283.6|America/Los_Angeles
Auburn Lake Trails|CA|California|El Dorado|38.8916|-120.9849|95614|3861|117.1|America/Los_Angeles
Frackville|PA|Pennsylvania|Schuylkill|40.7833|-76.2329|17931,17932|3860|2506.1|America/New_York
Ballville|OH|Ohio|Sandusky|41.3224|-83.1341|43420|3853|328.9|America/New_York
York Harbor|ME|Maine|York|43.1435|-70.649|03909,03911|3853|464.1|America/New_York
Bellaire|OH|Ohio|Belmont|40.0176|-80.7469|43906|3852|899.9|America/New_York
Farmersville|TX|Texas|Collin|33.1608|-96.3603|75442,75121|3851|362.2|America/Chicago
Mulberry|OH|Ohio|Clermont|39.1975|-84.2511|45150|3850|927.4|America/New_York
North Hudson|WI|Wisconsin|St. Croix|44.9973|-92.7564|54016|3848|948.7|America/Chicago
Wills Point|TX|Texas|Van Zandt|32.7093|-96.0052|75169|3848|405.3|America/Chicago
Northlake|SC|South Carolina|Anderson|34.5691|-82.6838|29625,29621|3848|359.4|America/New_York
McCall|ID|Idaho|Valley|44.9076|-116.1124|83638,83635|3847|163.9|America/Boise
Ravenswood|WV|West Virginia|Jackson|38.9561|-81.7619|26164|3846|817.1|America/New_York
St. James City|FL|Florida|Lee|26.5506|-82.0979|33956|3846|101.7|America/New_York
Clifton|AZ|Arizona|Greenlee|33.0249|-109.2883|85533,85540|3845|101.2|America/Phoenix
Manning|SC|South Carolina|Clarendon|33.6933|-80.2167|29102|3843|505.6|America/New_York
Bella Vista|CA|California|Shasta|40.6427|-122.246|96008,96003,96073|3843|56.1|America/Los_Angeles
Rocky Ford|CO|Colorado|Otero|38.0499|-103.7225|81067|3843|883.9|America/Denver
Knox|IN|Indiana|Starke|41.291|-86.6212|46534|3843|375|America/Indiana/Knox
Zumbrota|MN|Minnesota|Goodhue|44.295|-92.6736|55992|3843|519.1|America/Chicago
Montrose|MN|Minnesota|Wright|45.0669|-93.9203|55363|3840|481.7|America/Chicago
Aguilita|PR|Puerto Rico|Juana Díaz|18.0284|-66.533|00780,00795|3840|1651.2|America/Puerto_Rico
Richwood|LA|Louisiana|Ouachita|32.4485|-92.0773|71202|3840|589.4|America/Chicago
Nichols Hills|OK|Oklahoma|Oklahoma|35.5468|-97.5445|73116,73120|3838|751.4|America/Chicago
Amberley|OH|Ohio|Hamilton|39.2035|-84.4283|45236,45237,45222|3838|425.5|America/New_York
Wintersville|OH|Ohio|Jefferson|40.3791|-80.7095|43953|3835|473.9|America/New_York
Deephaven|MN|Minnesota|Hennepin|44.9318|-93.5293|55331,55391|3835|636.2|America/Chicago
Juno Beach|FL|Florida|Palm Beach|26.8754|-80.0589|33408|3835|725|America/New_York
Karns|TN|Tennessee|Knox|35.9778|-84.1091|37931|3835|496|America/New_York
Skippers Corner|NC|North Carolina|New Hanover|34.3292|-77.9141|28429|3834|211.3|America/New_York
Mountain View|HI|Hawaii|Hawaii|19.5366|-155.159|96771|3833|26.9|Pacific/Honolulu
St. Joseph|IL|Illinois|Champaign|40.114|-88.0354|61873|3833|710.6|America/Chicago
Fort McKinley|OH|Ohio|Montgomery|39.8027|-84.246|45406,45405,45416|3832|1108.4|America/New_York
Avenue B and C|AZ|Arizona|Yuma|32.7192|-114.6598|85364|3831|2047.2|America/Phoenix
Freeland|PA|Pennsylvania|Luzerne|41.0212|-75.8963|18224|3830|2190.1|America/New_York
Boyne City|MI|Michigan|Charlevoix|45.2136|-85.0132|49712|3829|366.1|America/Detroit
Elim|PA|Pennsylvania|Cambria|40.2989|-78.943|15905|3828|740.3|America/New_York
Hahnville|LA|Louisiana|St. Charles|29.9641|-90.4141|70057|3826|265.8|America/Chicago
Genesee|CO|Colorado|Jefferson|39.6872|-105.2718|80401|3826|223.1|America/Denver
Brookmont|MD|Maryland|Montgomery|38.9546|-77.1292|20812,20816|3825|1126.3|America/New_York
Cascade Valley|WA|Washington|Grant|47.1417|-119.326|98837|3824|397.4|America/Los_Angeles
Vicksburg|MI|Michigan|Kalamazoo|42.1185|-85.5413|49097|3824|499.5|America/Detroit
Dana|NC|North Carolina|Henderson|35.3239|-82.3722|28792,28731,28724|3824|165.8|America/New_York
Prestonsburg|KY|Kentucky|Floyd|37.6819|-82.7661|41653|3823|100.2|America/New_York
Quinnipiac University|CT|Connecticut|South Central Connecticut|41.4174|-72.8992|6518|3821|1067.4|America/New_York
Portland|MI|Michigan|Ionia|42.8697|-84.8991|48875|3821|561.1|America/Detroit
Oregon|IL|Illinois|Ogle|42.0132|-89.3354|61061|3821|765.6|America/Chicago
Whitmore Village|HI|Hawaii|Honolulu|21.5119|-158.0274|96786|3821|1620.4|Pacific/Honolulu
Grayson|KY|Kentucky|Carter|38.3317|-82.9371|41143|3820|531.5|America/New_York
Malden|MO|Missouri|Dunklin|36.585|-89.9808|63863|3818|177.2|America/Chicago
St. Anthony|ID|Idaho|Fremont|43.9648|-111.6841|83445|3818|765.8|America/Boise
Nelsonville|OH|Ohio|Athens|39.4561|-82.2211|45716,45764|3816|314.9|America/New_York
Merchantville|NJ|New Jersey|Camden|39.9502|-75.0504|8109|3815|2482.1|America/New_York
Unicoi|TN|Tennessee|Unicoi|36.2217|-82.3292|37692|3815|91|America/New_York
Booneville|AR|Arkansas|Logan|35.1392|-93.9178|72927|3814|373.4|America/Chicago
Troutman|NC|North Carolina|Iredell|35.6873|-80.883|28677,28166,28010|3813|172.8|America/New_York
Oakhurst|NJ|New Jersey|Monmouth|40.2607|-74.0263|7755|3811|913.6|America/New_York
Meridian|PA|Pennsylvania|Butler|40.8531|-79.9555|16001|3809|522.8|America/New_York
Hawaiian Ocean View|HI|Hawaii|Hawaii|19.0959|-155.775|96737|3809|40.5|Pacific/Honolulu
Rockfish|NC|North Carolina|Hoke|34.9902|-79.0694|28376,28306|3807|296.7|America/New_York
Marshall|WI|Wisconsin|Dane|43.1726|-89.0613|53559|3806|685.6|America/Chicago
Austin|AR|Arkansas|Lonoke|35.0058|-91.9895|72007|3805|474.5|America/Chicago
Fort Gibson|OK|Oklahoma|Muskogee|35.7763|-95.2602|74434|3805|110|America/Chicago
Harrington|DE|Delaware|Kent|38.9243|-75.5707|19952|3805|539.3|America/New_York
Lake California|CA|California|Tehama|40.3608|-122.2102|96022|3805|232.8|America/Los_Angeles
Lake Sarasota|FL|Florida|Sarasota|27.2948|-82.4323|34241|3802|2193.2|America/New_York
Bunker Hill Village|TX|Texas|Harris|29.7647|-95.5317|77024|3801|1017.8|America/Chicago
Williamston|MI|Michigan|Ingham|42.6834|-84.2836|48895|3800|598|America/Detroit
Pocono Woodland Lakes|PA|Pennsylvania|Pike|41.3225|-74.8902|18337|3800|235.2|America/New_York
Boonsboro|MD|Maryland|Washington|39.5078|-77.6585|21713|3799|480.5|America/New_York
Bluffton|OH|Ohio|Allen|40.8912|-83.8887|45817|3799|397|America/New_York
Horicon|WI|Wisconsin|Dodge|43.4454|-88.6403|53032|3797|418.6|America/Chicago
Pixley|CA|California|Tulare|35.9785|-119.3003|93256|3796|279.2|America/Los_Angeles
Waukon|IA|Iowa|Allamakee|43.2686|-91.4785|52172|3796|516|America/Chicago
West Liberty|IA|Iowa|Muscatine|41.5727|-91.2623|52776|3795|829.2|America/Chicago
San Diego|TX|Texas|Duval|27.7609|-98.2389|78384|3795|770.8|America/Chicago
Paw Paw Lake|MI|Michigan|Berrien|42.2113|-86.2759|49098,49038|3794|285.4|America/Detroit
Dwight|IL|Illinois|Livingston|41.0983|-88.4249|60420|3794|379.1|America/Chicago
Mission Hills|CA|California|Santa Barbara|34.6861|-120.4404|93436|3794|1211.9|America/Los_Angeles
India Hook|SC|South Carolina|York|35.0142|-81.0378|29732|3794|555.7|America/New_York
Oneida|TN|Tennessee|Scott|36.5171|-84.5108|37841,37892|3793|156|America/New_York
Umatilla|FL|Florida|Lake|28.9273|-81.665|32784|3793|401.1|America/New_York
Bishop|CA|California|Inyo|37.3665|-118.3958|93514,93515|3793|785.8|America/Los_Angeles
Harlem|GA|Georgia|Columbia|33.4275|-82.3131|30814|3793|222.3|America/New_York
Hohenwald|TN|Tennessee|Lewis|35.5515|-87.5539|38462|3790|277.8|America/Chicago
Wheatland|CA|California|Yuba|39.0287|-121.39|95692|3790|180.2|America/Los_Angeles
Manhasset Hills|NY|New York|Nassau|40.7592|-73.6809|11040|3789|2474.3|America/New_York
Georgetown|IN|Indiana|Floyd|38.2954|-85.964|47122|3789|672.3|America/Kentucky/Louisville
Red Bud|IL|Illinois|Randolph|38.2096|-89.9989|62278|3789|557.7|America/Chicago
Navy|VA|Virginia|Fairfax|38.8882|-77.3907|22033,20171|3787|1077.8|America/New_York
Buckner|KY|Kentucky|Oldham|38.3903|-85.4535|40031,40014,40010|3786|169.2|America/New_York
Rochester|IL|Illinois|Sangamon|39.7488|-89.5436|62563|3784|544.6|America/Chicago
Ajo|AZ|Arizona|Pima|32.3923|-112.8839|85321|3783|43.8|America/Phoenix
Morrison|IL|Illinois|Whiteside|41.8076|-89.9616|61270|3781|579.8|America/Chicago
Rochester|WI|Wisconsin|Racine|42.7338|-88.2489|53167,53105,53138|3780|83.8|America/Chicago
La Cienega|NM|New Mexico|Santa Fe|35.5794|-106.113|87507|3780|125.2|America/Denver
Hudson|NC|North Carolina|Caldwell|35.8478|-81.4867|28638|3777|398.7|America/New_York
Maiden|NC|North Carolina|Catawba|35.5845|-81.224|28658,28650|3777|219.4|America/New_York
Jamestown|CA|California|Tuolumne|37.9574|-120.411|95370,95327|3777|485.8|America/Los_Angeles
Glenwood Landing|NY|New York|Nassau|40.8295|-73.6378|11547,11545|3776|1503.7|America/New_York
